float,datetime
600.0,2034-05-22
400.0,2034-05-25
600.0,2034-05-29
400.0,2034-06-01
600.0,2034-06-05
400.0,2034-06-08
600.0,2034-06-12
400.0,2034-06-15
600.0,2034-06-19
400.0,2034-06-22
600.0,2034-06-26
400.0,2034-06-29
600.0,2034-07-03
400.0,2034-07-06
600.0,2034-07-10
400.0,2034-07-13
600.0,2034-07-17
400.0,2034-07-20
600.0,2034-07-24
400.0,2034-07-27
600.0,2034-07-31
400.0,2034-08-03
600.0,2034-08-07
400.0,2034-08-10
600.0,2034-08-14
400.0,2034-08-17
600.0,2034-08-21
400.0,2034-08-24
600.0,2034-08-28
400.0,2034-08-31
600.0,2034-09-04
400.0,2034-09-07
600.0,2034-09-11
400.0,2034-09-14
600.0,2034-09-18
400.0,2034-09-21
600.0,2034-09-25
400.0,2034-09-28
600.0,2034-10-02
400.0,2034-10-05
600.0,2034-10-09
400.0,2034-10-12
600.0,2034-10-16
400.0,2034-10-19
600.0,2034-10-23
400.0,2034-10-26
600.0,2034-10-30
400.0,2034-11-02
600.0,2034-11-06
400.0,2034-11-09
600.0,2034-11-13
400.0,2034-11-16
600.0,2034-11-20
400.0,2034-11-23
600.0,2034-11-27
400.0,2034-11-30
600.0,2034-12-04
400.0,2034-12-07
600.0,2034-12-11
400.0,2034-12-14
600.0,2034-12-18
400.0,2034-12-21
600.0,2034-12-25
400.0,2034-12-28
600.0,2035-01-01
400.0,2035-01-04
600.0,2035-01-08
400.0,2035-01-11
600.0,2035-01-15
400.0,2035-01-18
600.0,2035-01-22
400.0,2035-01-25
600.0,2035-01-29
400.0,2035-02-01
600.0,2035-02-05
400.0,2035-02-08
600.0,2035-02-12
400.0,2035-02-15
600.0,2035-02-19
400.0,2035-02-22
600.0,2035-02-26
400.0,2035-03-01
600.0,2035-03-05
400.0,2035-03-08
600.0,2035-03-12
400.0,2035-03-15
600.0,2035-03-19
400.0,2035-03-22
600.0,2035-03-26
400.0,2035-03-29
600.0,2035-04-02
400.0,2035-04-05
600.0,2035-04-09
400.0,2035-04-12
600.0,2035-04-16
400.0,2035-04-19
600.0,2035-04-23
400.0,2035-04-26
600.0,2035-04-30
400.0,2035-05-03
600.0,2035-05-07
400.0,2035-05-10
600.0,2035-05-14
400.0,2035-05-17
600.0,2035-05-21
400.0,2035-05-24
600.0,2035-05-28
400.0,2035-05-31
600.0,2035-06-04
400.0,2035-06-07
600.0,2035-06-11
400.0,2035-06-14
600.0,2035-06-18
400.0,2035-06-21
600.0,2035-06-25
400.0,2035-06-28
600.0,2035-07-02
400.0,2035-07-05
600.0,2035-07-09
400.0,2035-07-12
600.0,2035-07-16
400.0,2035-07-19
600.0,2035-07-23
400.0,2035-07-26
600.0,2035-07-30
400.0,2035-08-02
600.0,2035-08-06
400.0,2035-08-09
600.0,2035-08-13
400.0,2035-08-16
600.0,2035-08-20
400.0,2035-08-23
600.0,2035-08-27
400.0,2035-08-30
600.0,2035-09-03
400.0,2035-09-06
600.0,2035-09-10
400.0,2035-09-13
600.0,2035-09-17
400.0,2035-09-20
600.0,2035-09-24
400.0,2035-09-27
600.0,2035-10-01
400.0,2035-10-04
600.0,2035-10-08
400.0,2035-10-11
600.0,2035-10-15
400.0,2035-10-18
600.0,2035-10-22
400.0,2035-10-25
600.0,2035-10-29
400.0,2035-11-01
600.0,2035-11-05
400.0,2035-11-08
600.0,2035-11-12
400.0,2035-11-15
600.0,2035-11-19
400.0,2035-11-22
600.0,2035-11-26
400.0,2035-11-29
600.0,2035-12-03
400.0,2035-12-06
600.0,2035-12-10
400.0,2035-12-13
600.0,2035-12-17
400.0,2035-12-20
600.0,2035-12-24
400.0,2035-12-27
600.0,2035-12-31
400.0,2036-01-03
600.0,2036-01-07
400.0,2036-01-10
600.0,2036-01-14
400.0,2036-01-17
600.0,2036-01-21
400.0,2036-01-24
600.0,2036-01-28
400.0,2036-01-31
600.0,2036-02-04
400.0,2036-02-07
600.0,2036-02-11
400.0,2036-02-14
600.0,2036-02-18
400.0,2036-02-21
600.0,2036-02-25
400.0,2036-02-28
600.0,2036-03-03
400.0,2036-03-06
600.0,2036-03-10
400.0,2036-03-13
600.0,2036-03-17
400.0,2036-03-20
600.0,2036-03-24
400.0,2036-03-27
600.0,2036-03-31
400.0,2036-04-03
600.0,2036-04-07
400.0,2036-04-10
600.0,2036-04-14
400.0,2036-04-17
600.0,2036-04-21
400.0,2036-04-24
600.0,2036-04-28
400.0,2036-05-01
600.0,2036-05-05
400.0,2036-05-08
600.0,2036-05-12
400.0,2036-05-15
600.0,2036-05-19
400.0,2036-05-22
600.0,2036-05-26
400.0,2036-05-29
600.0,2036-06-02
400.0,2036-06-05
600.0,2036-06-09
400.0,2036-06-12
600.0,2036-06-16
400.0,2036-06-19
600.0,2036-06-23
400.0,2036-06-26
600.0,2036-06-30
400.0,2036-07-03
600.0,2036-07-07
400.0,2036-07-10
600.0,2036-07-14
400.0,2036-07-17
600.0,2036-07-21
400.0,2036-07-24
600.0,2036-07-28
400.0,2036-07-31
600.0,2036-08-04
400.0,2036-08-07
600.0,2036-08-11
400.0,2036-08-14
600.0,2036-08-18
400.0,2036-08-21
600.0,2036-08-25
400.0,2036-08-28
600.0,2036-09-01
400.0,2036-09-04
600.0,2036-09-08
400.0,2036-09-11
600.0,2036-09-15
400.0,2036-09-18
600.0,2036-09-22
400.0,2036-09-25
600.0,2036-09-29
400.0,2036-10-02
600.0,2036-10-06
400.0,2036-10-09
600.0,2036-10-13
400.0,2036-10-16
600.0,2036-10-20
400.0,2036-10-23
600.0,2036-10-27
400.0,2036-10-30
600.0,2036-11-03
400.0,2036-11-06
600.0,2036-11-10
400.0,2036-11-13
600.0,2036-11-17
400.0,2036-11-20
600.0,2036-11-24
400.0,2036-11-27
600.0,2036-12-01
400.0,2036-12-04
600.0,2036-12-08
400.0,2036-12-11
600.0,2036-12-15
400.0,2036-12-18
600.0,2036-12-22
400.0,2036-12-25
600.0,2036-12-29
400.0,2037-01-01
600.0,2037-01-05
400.0,2037-01-08
600.0,2037-01-12
400.0,2037-01-15
600.0,2037-01-19
400.0,2037-01-22
600.0,2037-01-26
400.0,2037-01-29
600.0,2037-02-02
400.0,2037-02-05
600.0,2037-02-09
400.0,2037-02-12
600.0,2037-02-16
400.0,2037-02-19
600.0,2037-02-23
400.0,2037-02-26
600.0,2037-03-02
400.0,2037-03-05
600.0,2037-03-09
400.0,2037-03-12
600.0,2037-03-16
400.0,2037-03-19
600.0,2037-03-23
400.0,2037-03-26
600.0,2037-03-30
400.0,2037-04-02
600.0,2037-04-06
400.0,2037-04-09
600.0,2037-04-13
400.0,2037-04-16
600.0,2037-04-20
400.0,2037-04-23
600.0,2037-04-27
400.0,2037-04-30
600.0,2037-05-04
400.0,2037-05-07
600.0,2037-05-11
400.0,2037-05-14
600.0,2037-05-18
400.0,2037-05-21
600.0,2037-05-25
400.0,2037-05-28
600.0,2037-06-01
400.0,2037-06-04
600.0,2037-06-08
400.0,2037-06-11
600.0,2037-06-15
400.0,2037-06-18
600.0,2037-06-22
400.0,2037-06-25
600.0,2037-06-29
400.0,2037-07-02
600.0,2037-07-06
400.0,2037-07-09
600.0,2037-07-13
400.0,2037-07-16
600.0,2037-07-20
400.0,2037-07-23
600.0,2037-07-27
400.0,2037-07-30
600.0,2037-08-03
400.0,2037-08-06
600.0,2037-08-10
400.0,2037-08-13
600.0,2037-08-17
400.0,2037-08-20
600.0,2037-08-24
400.0,2037-08-27
600.0,2037-08-31
400.0,2037-09-03
600.0,2037-09-07
400.0,2037-09-10
600.0,2037-09-14
400.0,2037-09-17
600.0,2037-09-21
400.0,2037-09-24
600.0,2037-09-28
400.0,2037-10-01
600.0,2037-10-05
400.0,2037-10-08
600.0,2037-10-12
400.0,2037-10-15
600.0,2037-10-19
400.0,2037-10-22
600.0,2037-10-26
400.0,2037-10-29
600.0,2037-11-02
400.0,2037-11-05
600.0,2037-11-09
400.0,2037-11-12
600.0,2037-11-16
400.0,2037-11-19
600.0,2037-11-23
400.0,2037-11-26
600.0,2037-11-30
400.0,2037-12-03
600.0,2037-12-07
400.0,2037-12-10
600.0,2037-12-14
400.0,2037-12-17
600.0,2037-12-21
400.0,2037-12-24
600.0,2037-12-28
400.0,2037-12-31
600.0,2038-01-04
400.0,2038-01-07
600.0,2038-01-11
400.0,2038-01-14
600.0,2038-01-18
400.0,2038-01-21
600.0,2038-01-25
400.0,2038-01-28
600.0,2038-02-01
400.0,2038-02-04
600.0,2038-02-08
400.0,2038-02-11
600.0,2038-02-15
400.0,2038-02-18
600.0,2038-02-22
400.0,2038-02-25
600.0,2038-03-01
400.0,2038-03-04
600.0,2038-03-08
400.0,2038-03-11
600.0,2038-03-15
400.0,2038-03-18
600.0,2038-03-22
400.0,2038-03-25
600.0,2038-03-29
400.0,2038-04-01
600.0,2038-04-05
400.0,2038-04-08
600.0,2038-04-12
400.0,2038-04-15
600.0,2038-04-19
400.0,2038-04-22
600.0,2038-04-26
400.0,2038-04-29
600.0,2038-05-03
400.0,2038-05-06
600.0,2038-05-10
400.0,2038-05-13
600.0,2038-05-17
400.0,2038-05-20
600.0,2038-05-24
400.0,2038-05-27
600.0,2038-05-31
400.0,2038-06-03
600.0,2038-06-07
400.0,2038-06-10
600.0,2038-06-14
400.0,2038-06-17
600.0,2038-06-21
400.0,2038-06-24
600.0,2038-06-28
400.0,2038-07-01
600.0,2038-07-05
400.0,2038-07-08
600.0,2038-07-12
400.0,2038-07-15
600.0,2038-07-19
400.0,2038-07-22
600.0,2038-07-26
400.0,2038-07-29
600.0,2038-08-02
400.0,2038-08-05
600.0,2038-08-09
400.0,2038-08-12
600.0,2038-08-16
400.0,2038-08-19
600.0,2038-08-23
400.0,2038-08-26
600.0,2038-08-30
400.0,2038-09-02
600.0,2038-09-06
400.0,2038-09-09
600.0,2038-09-13
400.0,2038-09-16
600.0,2038-09-20
400.0,2038-09-23
600.0,2038-09-27
400.0,2038-09-30
600.0,2038-10-04
400.0,2038-10-07
600.0,2038-10-11
400.0,2038-10-14
600.0,2038-10-18
400.0,2038-10-21
600.0,2038-10-25
400.0,2038-10-28
600.0,2038-11-01
400.0,2038-11-04
600.0,2038-11-08
400.0,2038-11-11
600.0,2038-11-15
400.0,2038-11-18
600.0,2038-11-22
400.0,2038-11-25
600.0,2038-11-29
400.0,2038-12-02
600.0,2038-12-06
400.0,2038-12-09
600.0,2038-12-13
400.0,2038-12-16
600.0,2038-12-20
400.0,2038-12-23
600.0,2038-12-27
400.0,2038-12-30
600.0,2039-01-03
400.0,2039-01-06
600.0,2039-01-10
400.0,2039-01-13
600.0,2039-01-17
400.0,2039-01-20
600.0,2039-01-24
400.0,2039-01-27
600.0,2039-01-31
400.0,2039-02-03
600.0,2039-02-07
400.0,2039-02-10
600.0,2039-02-14
400.0,2039-02-17
600.0,2039-02-21
400.0,2039-02-24
600.0,2039-02-28
400.0,2039-03-03
600.0,2039-03-07
400.0,2039-03-10
600.0,2039-03-14
400.0,2039-03-17
600.0,2039-03-21
400.0,2039-03-24
600.0,2039-03-28
400.0,2039-03-31
600.0,2039-04-04
400.0,2039-04-07
600.0,2039-04-11
400.0,2039-04-14
600.0,2039-04-18
400.0,2039-04-21
600.0,2039-04-25
400.0,2039-04-28
600.0,2039-05-02
400.0,2039-05-05
600.0,2039-05-09
400.0,2039-05-12
600.0,2039-05-16
400.0,2039-05-19
600.0,2039-05-23
400.0,2039-05-26
600.0,2039-05-30
400.0,2039-06-02
600.0,2039-06-06
400.0,2039-06-09
600.0,2039-06-13
400.0,2039-06-16
600.0,2039-06-20
400.0,2039-06-23
600.0,2039-06-27
400.0,2039-06-30
600.0,2039-07-04
400.0,2039-07-07
600.0,2039-07-11
400.0,2039-07-14
600.0,2039-07-18
400.0,2039-07-21
600.0,2039-07-25
400.0,2039-07-28
600.0,2039-08-01
400.0,2039-08-04
600.0,2039-08-08
400.0,2039-08-11
600.0,2039-08-15
400.0,2039-08-18
600.0,2039-08-22
400.0,2039-08-25
600.0,2039-08-29
400.0,2039-09-01
600.0,2039-09-05
400.0,2039-09-08
600.0,2039-09-12
400.0,2039-09-15
600.0,2039-09-19
400.0,2039-09-22
600.0,2039-09-26
400.0,2039-09-29
600.0,2039-10-03
400.0,2039-10-06
600.0,2039-10-10
400.0,2039-10-13
600.0,2039-10-17
400.0,2039-10-20
600.0,2039-10-24
400.0,2039-10-27
600.0,2039-10-31
400.0,2039-11-03
600.0,2039-11-07
400.0,2039-11-10
600.0,2039-11-14
400.0,2039-11-17
600.0,2039-11-21
400.0,2039-11-24
600.0,2039-11-28
400.0,2039-12-01
600.0,2039-12-05
400.0,2039-12-08
600.0,2039-12-12
400.0,2039-12-15
600.0,2039-12-19
400.0,2039-12-22
600.0,2039-12-26
400.0,2039-12-29
600.0,2040-01-02
400.0,2040-01-05
600.0,2040-01-09
400.0,2040-01-12
600.0,2040-01-16
400.0,2040-01-19
600.0,2040-01-23
400.0,2040-01-26
600.0,2040-01-30
400.0,2040-02-02
600.0,2040-02-06
400.0,2040-02-09
600.0,2040-02-13
400.0,2040-02-16
600.0,2040-02-20
400.0,2040-02-23
600.0,2040-02-27
400.0,2040-03-01
600.0,2040-03-05
400.0,2040-03-08
600.0,2040-03-12
400.0,2040-03-15
600.0,2040-03-19
400.0,2040-03-22
600.0,2040-03-26
400.0,2040-03-29
600.0,2040-04-02
400.0,2040-04-05
600.0,2040-04-09
400.0,2040-04-12
600.0,2040-04-16
400.0,2040-04-19
600.0,2040-04-23
400.0,2040-04-26
600.0,2040-04-30
400.0,2040-05-03
600.0,2040-05-07
400.0,2040-05-10
600.0,2040-05-14
400.0,2040-05-17
600.0,2040-05-21
400.0,2040-05-24
600.0,2040-05-28
400.0,2040-05-31
600.0,2040-06-04
400.0,2040-06-07
600.0,2040-06-11
400.0,2040-06-14
600.0,2040-06-18
400.0,2040-06-21
600.0,2040-06-25
400.0,2040-06-28
600.0,2040-07-02
400.0,2040-07-05
600.0,2040-07-09
400.0,2040-07-12
600.0,2040-07-16
400.0,2040-07-19
600.0,2040-07-23
400.0,2040-07-26
600.0,2040-07-30
400.0,2040-08-02
600.0,2040-08-06
400.0,2040-08-09
600.0,2040-08-13
400.0,2040-08-16
600.0,2040-08-20
400.0,2040-08-23
600.0,2040-08-27
400.0,2040-08-30
600.0,2040-09-03
400.0,2040-09-06
600.0,2040-09-10
400.0,2040-09-13
600.0,2040-09-17
400.0,2040-09-20
600.0,2040-09-24
400.0,2040-09-27
600.0,2040-10-01
400.0,2040-10-04
600.0,2040-10-08
400.0,2040-10-11
600.0,2040-10-15
400.0,2040-10-18
600.0,2040-10-22
400.0,2040-10-25
600.0,2040-10-29
400.0,2040-11-01
600.0,2040-11-05
400.0,2040-11-08
600.0,2040-11-12
400.0,2040-11-15
600.0,2040-11-19
400.0,2040-11-22
600.0,2040-11-26
400.0,2040-11-29
600.0,2040-12-03
400.0,2040-12-06
600.0,2040-12-10
400.0,2040-12-13
600.0,2040-12-17
400.0,2040-12-20
600.0,2040-12-24
400.0,2040-12-27
600.0,2040-12-31
400.0,2041-01-03
600.0,2041-01-07
400.0,2041-01-10
600.0,2041-01-14
400.0,2041-01-17
600.0,2041-01-21
400.0,2041-01-24
600.0,2041-01-28
400.0,2041-01-31
600.0,2041-02-04
400.0,2041-02-07
600.0,2041-02-11
400.0,2041-02-14
600.0,2041-02-18
400.0,2041-02-21
600.0,2041-02-25
400.0,2041-02-28
600.0,2041-03-04
400.0,2041-03-07
600.0,2041-03-11
400.0,2041-03-14
600.0,2041-03-18
400.0,2041-03-21
600.0,2041-03-25
400.0,2041-03-28
600.0,2041-04-01
400.0,2041-04-04
600.0,2041-04-08
400.0,2041-04-11
600.0,2041-04-15
400.0,2041-04-18
600.0,2041-04-22
400.0,2041-04-25
600.0,2041-04-29
400.0,2041-05-02
600.0,2041-05-06
400.0,2041-05-09
600.0,2041-05-13
400.0,2041-05-16
600.0,2041-05-20
400.0,2041-05-23
600.0,2041-05-27
400.0,2041-05-30
600.0,2041-06-03
400.0,2041-06-06
600.0,2041-06-10
400.0,2041-06-13
600.0,2041-06-17
400.0,2041-06-20
600.0,2041-06-24
400.0,2041-06-27
600.0,2041-07-01
400.0,2041-07-04
600.0,2041-07-08
400.0,2041-07-11
600.0,2041-07-15
400.0,2041-07-18
600.0,2041-07-22
400.0,2041-07-25
600.0,2041-07-29
400.0,2041-08-01
600.0,2041-08-05
400.0,2041-08-08
600.0,2041-08-12
400.0,2041-08-15
600.0,2041-08-19
400.0,2041-08-22
600.0,2041-08-26
400.0,2041-08-29
600.0,2041-09-02
400.0,2041-09-05
600.0,2041-09-09
400.0,2041-09-12
600.0,2041-09-16
400.0,2041-09-19
600.0,2041-09-23
400.0,2041-09-26
600.0,2041-09-30
400.0,2041-10-03
600.0,2041-10-07
400.0,2041-10-10
600.0,2041-10-14
400.0,2041-10-17
600.0,2041-10-21
400.0,2041-10-24
600.0,2041-10-28
400.0,2041-10-31
600.0,2041-11-04
400.0,2041-11-07
600.0,2041-11-11
400.0,2041-11-14
600.0,2041-11-18
400.0,2041-11-21
600.0,2041-11-25
400.0,2041-11-28
600.0,2041-12-02
400.0,2041-12-05
600.0,2041-12-09
400.0,2041-12-12
600.0,2041-12-16
400.0,2041-12-19
600.0,2041-12-23
400.0,2041-12-26
600.0,2041-12-30
400.0,2042-01-02
600.0,2042-01-06
400.0,2042-01-09
600.0,2042-01-13
400.0,2042-01-16
600.0,2042-01-20
400.0,2042-01-23
600.0,2042-01-27
400.0,2042-01-30
600.0,2042-02-03
400.0,2042-02-06
600.0,2042-02-10
400.0,2042-02-13
600.0,2042-02-17
400.0,2042-02-20
600.0,2042-02-24
400.0,2042-02-27
600.0,2042-03-03
400.0,2042-03-06
600.0,2042-03-10
400.0,2042-03-13
600.0,2042-03-17
400.0,2042-03-20
600.0,2042-03-24
400.0,2042-03-27
600.0,2042-03-31
400.0,2042-04-03
600.0,2042-04-07
400.0,2042-04-10
600.0,2042-04-14
400.0,2042-04-17
600.0,2042-04-21
400.0,2042-04-24
600.0,2042-04-28
400.0,2042-05-01
600.0,2042-05-05
400.0,2042-05-08
600.0,2042-05-12
400.0,2042-05-15
600.0,2042-05-19
400.0,2042-05-22
600.0,2042-05-26
400.0,2042-05-29
600.0,2042-06-02
400.0,2042-06-05
600.0,2042-06-09
400.0,2042-06-12
600.0,2042-06-16
400.0,2042-06-19
600.0,2042-06-23
400.0,2042-06-26
600.0,2042-06-30
400.0,2042-07-03
600.0,2042-07-07
400.0,2042-07-10
600.0,2042-07-14
400.0,2042-07-17
600.0,2042-07-21
400.0,2042-07-24
600.0,2042-07-28
400.0,2042-07-31
600.0,2042-08-04
400.0,2042-08-07
600.0,2042-08-11
400.0,2042-08-14
600.0,2042-08-18
400.0,2042-08-21
600.0,2042-08-25
400.0,2042-08-28
600.0,2042-09-01
400.0,2042-09-04
600.0,2042-09-08
400.0,2042-09-11
600.0,2042-09-15
400.0,2042-09-18
600.0,2042-09-22
400.0,2042-09-25
600.0,2042-09-29
400.0,2042-10-02
600.0,2042-10-06
400.0,2042-10-09
600.0,2042-10-13
400.0,2042-10-16
600.0,2042-10-20
400.0,2042-10-23
600.0,2042-10-27
400.0,2042-10-30
600.0,2042-11-03
400.0,2042-11-06
600.0,2042-11-10
400.0,2042-11-13
600.0,2042-11-17
400.0,2042-11-20
600.0,2042-11-24
400.0,2042-11-27
600.0,2042-12-01
400.0,2042-12-04
600.0,2042-12-08
400.0,2042-12-11
600.0,2042-12-15
400.0,2042-12-18
600.0,2042-12-22
400.0,2042-12-25
600.0,2042-12-29
400.0,2043-01-01
600.0,2043-01-05
400.0,2043-01-08
600.0,2043-01-12
400.0,2043-01-15
600.0,2043-01-19
400.0,2043-01-22
600.0,2043-01-26
400.0,2043-01-29
600.0,2043-02-02
400.0,2043-02-05
600.0,2043-02-09
400.0,2043-02-12
600.0,2043-02-16
400.0,2043-02-19
600.0,2043-02-23
400.0,2043-02-26
600.0,2043-03-02
400.0,2043-03-05
600.0,2043-03-09
400.0,2043-03-12
600.0,2043-03-16
400.0,2043-03-19
600.0,2043-03-23
400.0,2043-03-26
600.0,2043-03-30
400.0,2043-04-02
600.0,2043-04-06
400.0,2043-04-09
600.0,2043-04-13
400.0,2043-04-16
600.0,2043-04-20
400.0,2043-04-23
600.0,2043-04-27
400.0,2043-04-30
600.0,2043-05-04
400.0,2043-05-07
600.0,2043-05-11
400.0,2043-05-14
600.0,2043-05-18
400.0,2043-05-21
600.0,2043-05-25
400.0,2043-05-28
600.0,2043-06-01
400.0,2043-06-04
600.0,2043-06-08
400.0,2043-06-11
600.0,2043-06-15
400.0,2043-06-18
600.0,2043-06-22
400.0,2043-06-25
600.0,2043-06-29
400.0,2043-07-02
600.0,2043-07-06
400.0,2043-07-09
600.0,2043-07-13
400.0,2043-07-16
600.0,2043-07-20
400.0,2043-07-23
600.0,2043-07-27
400.0,2043-07-30
600.0,2043-08-03
400.0,2043-08-06
600.0,2043-08-10
400.0,2043-08-13
600.0,2043-08-17
400.0,2043-08-20
600.0,2043-08-24
400.0,2043-08-27
600.0,2043-08-31
400.0,2043-09-03
600.0,2043-09-07
400.0,2043-09-10
600.0,2043-09-14
400.0,2043-09-17
600.0,2043-09-21
400.0,2043-09-24
600.0,2043-09-28
400.0,2043-10-01
600.0,2043-10-05
400.0,2043-10-08
600.0,2043-10-12
400.0,2043-10-15
600.0,2043-10-19
400.0,2043-10-22
600.0,2043-10-26
400.0,2043-10-29
600.0,2043-11-02
400.0,2043-11-05
600.0,2043-11-09
400.0,2043-11-12
600.0,2043-11-16
400.0,2043-11-19
600.0,2043-11-23
400.0,2043-11-26
600.0,2043-11-30
400.0,2043-12-03
600.0,2043-12-07
400.0,2043-12-10
600.0,2043-12-14
400.0,2043-12-17
600.0,2043-12-21
400.0,2043-12-24
600.0,2043-12-28
400.0,2043-12-31
600.0,2044-01-04
400.0,2044-01-07
600.0,2044-01-11
400.0,2044-01-14
600.0,2044-01-18
400.0,2044-01-21
600.0,2044-01-25
400.0,2044-01-28
600.0,2044-02-01
400.0,2044-02-04
600.0,2044-02-08
400.0,2044-02-11
600.0,2044-02-15
400.0,2044-02-18
600.0,2044-02-22
400.0,2044-02-25
600.0,2044-02-29
400.0,2044-03-03
600.0,2044-03-07
400.0,2044-03-10
600.0,2044-03-14
400.0,2044-03-17
600.0,2044-03-21
400.0,2044-03-24
600.0,2044-03-28
400.0,2044-03-31
600.0,2044-04-04
400.0,2044-04-07
600.0,2044-04-11
400.0,2044-04-14
600.0,2044-04-18
400.0,2044-04-21
600.0,2044-04-25
400.0,2044-04-28
600.0,2044-05-02
400.0,2044-05-05
600.0,2044-05-09
400.0,2044-05-12
600.0,2044-05-16
400.0,2044-05-19
600.0,2044-05-23
400.0,2044-05-26
600.0,2044-05-30
400.0,2044-06-02
600.0,2044-06-06
400.0,2044-06-09
600.0,2044-06-13
400.0,2044-06-16
600.0,2044-06-20
400.0,2044-06-23
600.0,2044-06-27
400.0,2044-06-30
600.0,2044-07-04
400.0,2044-07-07
600.0,2044-07-11
400.0,2044-07-14
600.0,2044-07-18
400.0,2044-07-21
600.0,2044-07-25
400.0,2044-07-28
600.0,2044-08-01
400.0,2044-08-04
600.0,2044-08-08
400.0,2044-08-11
600.0,2044-08-15
400.0,2044-08-18
600.0,2044-08-22
400.0,2044-08-25
600.0,2044-08-29
400.0,2044-09-01
600.0,2044-09-05
400.0,2044-09-08
600.0,2044-09-12
400.0,2044-09-15
600.0,2044-09-19
400.0,2044-09-22
600.0,2044-09-26
400.0,2044-09-29
600.0,2044-10-03
400.0,2044-10-06
600.0,2044-10-10
400.0,2044-10-13
600.0,2044-10-17
400.0,2044-10-20
600.0,2044-10-24
400.0,2044-10-27
600.0,2044-10-31
400.0,2044-11-03
600.0,2044-11-07
400.0,2044-11-10
600.0,2044-11-14
400.0,2044-11-17
600.0,2044-11-21
400.0,2044-11-24
600.0,2044-11-28
400.0,2044-12-01
600.0,2044-12-05
400.0,2044-12-08
600.0,2044-12-12
400.0,2044-12-15
600.0,2044-12-19
400.0,2044-12-22
600.0,2044-12-26
400.0,2044-12-29
600.0,2045-01-02
400.0,2045-01-05
600.0,2045-01-09
400.0,2045-01-12
600.0,2045-01-16
400.0,2045-01-19
600.0,2045-01-23
400.0,2045-01-26
600.0,2045-01-30
400.0,2045-02-02
600.0,2045-02-06
400.0,2045-02-09
600.0,2045-02-13
400.0,2045-02-16
600.0,2045-02-20
400.0,2045-02-23
600.0,2045-02-27
400.0,2045-03-02
600.0,2045-03-06
400.0,2045-03-09
600.0,2045-03-13
400.0,2045-03-16
600.0,2045-03-20
400.0,2045-03-23
600.0,2045-03-27
400.0,2045-03-30
600.0,2045-04-03
400.0,2045-04-06
600.0,2045-04-10
400.0,2045-04-13
600.0,2045-04-17
400.0,2045-04-20
600.0,2045-04-24
400.0,2045-04-27
600.0,2045-05-01
400.0,2045-05-04
600.0,2045-05-08
400.0,2045-05-11
600.0,2045-05-15
400.0,2045-05-18
600.0,2045-05-22
400.0,2045-05-25
600.0,2045-05-29
400.0,2045-06-01
600.0,2045-06-05
400.0,2045-06-08
600.0,2045-06-12
400.0,2045-06-15
600.0,2045-06-19
400.0,2045-06-22
600.0,2045-06-26
400.0,2045-06-29
600.0,2045-07-03
400.0,2045-07-06
600.0,2045-07-10
400.0,2045-07-13
600.0,2045-07-17
400.0,2045-07-20
600.0,2045-07-24
400.0,2045-07-27
600.0,2045-07-31
400.0,2045-08-03
600.0,2045-08-07
400.0,2045-08-10
600.0,2045-08-14
400.0,2045-08-17
600.0,2045-08-21
400.0,2045-08-24
600.0,2045-08-28
400.0,2045-08-31
600.0,2045-09-04
400.0,2045-09-07
600.0,2045-09-11
400.0,2045-09-14
600.0,2045-09-18
400.0,2045-09-21
600.0,2045-09-25
400.0,2045-09-28
600.0,2045-10-02
400.0,2045-10-05
600.0,2045-10-09
400.0,2045-10-12
600.0,2045-10-16
400.0,2045-10-19
600.0,2045-10-23
400.0,2045-10-26
600.0,2045-10-30
400.0,2045-11-02
600.0,2045-11-06
400.0,2045-11-09
600.0,2045-11-13
400.0,2045-11-16
600.0,2045-11-20
400.0,2045-11-23
600.0,2045-11-27
400.0,2045-11-30
600.0,2045-12-04
400.0,2045-12-07
600.0,2045-12-11
400.0,2045-12-14
600.0,2045-12-18
400.0,2045-12-21
600.0,2045-12-25
400.0,2045-12-28
600.0,2046-01-01
400.0,2046-01-04
600.0,2046-01-08
400.0,2046-01-11
600.0,2046-01-15
400.0,2046-01-18
600.0,2046-01-22
400.0,2046-01-25
600.0,2046-01-29
400.0,2046-02-01
600.0,2046-02-05
400.0,2046-02-08
600.0,2046-02-12
400.0,2046-02-15
600.0,2046-02-19
400.0,2046-02-22
600.0,2046-02-26
400.0,2046-03-01
600.0,2046-03-05
400.0,2046-03-08
600.0,2046-03-12
400.0,2046-03-15
600.0,2046-03-19
400.0,2046-03-22
600.0,2046-03-26
400.0,2046-03-29
600.0,2046-04-02
400.0,2046-04-05
600.0,2046-04-09
400.0,2046-04-12
600.0,2046-04-16
400.0,2046-04-19
600.0,2046-04-23
400.0,2046-04-26
600.0,2046-04-30
400.0,2046-05-03
600.0,2046-05-07
400.0,2046-05-10
600.0,2046-05-14
400.0,2046-05-17
600.0,2046-05-21
400.0,2046-05-24
600.0,2046-05-28
400.0,2046-05-31
600.0,2046-06-04
400.0,2046-06-07
600.0,2046-06-11
400.0,2046-06-14
600.0,2046-06-18
400.0,2046-06-21
600.0,2046-06-25
400.0,2046-06-28
600.0,2046-07-02
400.0,2046-07-05
600.0,2046-07-09
400.0,2046-07-12
600.0,2046-07-16
400.0,2046-07-19
600.0,2046-07-23
400.0,2046-07-26
